	MF: KIRC	MF: BRCA	MF: READ	MF: PRAD	MF: STAD	MF: HNSC	MF: LUAD	MF: THCA	MF: BLCA	MF: ESCA	MF: LIHC	MF: UCEC	MF: COAD	MF: LUSC	MF: CESC	MF: KIRP	METH: KIRC	METH: BRCA	METH: READ	METH: PRAD	METH: STAD	METH: HNSC	METH: LUAD	METH: THCA	METH: BLCA	METH: ESCA	METH: LIHC	METH: UCEC	METH: COAD	METH: LUSC	METH: CESC	METH: KIRP	GE: KIRC	GE: BRCA	GE: READ	GE: PRAD	GE: STAD	GE: HNSC	GE: LUAD	GE: THCA	GE: BLCA	GE: ESCA	GE: LIHC	GE: UCEC	GE: COAD	GE: LUSC	GE: CESC	GE: KIRP	CNA: KIRC	CNA: BRCA	CNA: READ	CNA: PRAD	CNA: STAD	CNA: HNSC	CNA: LUAD	CNA: THCA	CNA: BLCA	CNA: ESCA	CNA: LIHC	CNA: UCEC	CNA: COAD	CNA: LUSC	CNA: CESC	CNA: KIRP
VCL	0.025596058175576808	0.010591461329584419	0.0	0.022746299847271837	0.026004676852322113	0.010911634648954352	0.0	0.010552860085630044	0.0	0.027030242278777674	0.024949098842063245	0.022633801609067687	0.010802966120034105	0.0	0.025940808904663933	0.040731807897405534	0.007526332959527029	0.0029172579273794327	0.005201948424465228	0.0003017776129750499	0.00043182016377499364	0.0013360166134950015	0.0015948638724372327	0.0015069921742738297	0.004653548133788696	0.002053228522153868	0.0004492192828877945	0.003526610576417264	0.0005240214877015775	0.009021018055498483	0.0032413453075000975	4.078676601771699e-05	0.04117318825813492	0.10152073316453898	0.09965179675666898	0.17433114412636283	0.0041176185834820534	0.011415309940639959	0.08207190805832029	0.033536888151818725	0.1484022410060395	0.011164406411768468	0.003525255341558175	0.13697397977655826	0.026019424690271412	0.05774385441340993	0.19004543923516565	0.05930208562560874	0.0	0.0	0.07482993197278914	0.0	0.0	0.0	0.0	0.13333333333333336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2D1	0.0	0.005303038374369395	0.0	0.0	0.0	0.0	0.02019005321906422	0.0	0.0	0.0	0.0	0.01154447768307359	0.0	0.0	0.0	0.0	0.010798210802507875	0.001386347794355475	0.02199416624186994	0.016467078685347948	0.01782402479718659	0.028663858028557816	0.012009173863927422	0.006284786120593486	0.032194331884976723	0.004342411884942553	0.005298163201231201	0.01935231480408961	0.008036573598377495	0.006271786637335091	0.0032938980940190373	0.004221371186002367	0.010040890948481844	0.0076620759695722965	0.003673802037905317	0.01162372575727582	0.04813338189191351	0.007735902493775964	0.03611303145741705	0.01071204857378512	0.05042443659977141	0.06193569788000687	0.032499730661090236	0.00573230118571625	0.009625763479683134	0.0012664712854343258	0.0030100431879946134	0.03427366305157768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31724137931034485	0.0	0.19531250000000003	0.0	0.0	0.0	0.09547738693467338
MYB	0.012683893006260018	0.03674130739785773	0.0	0.02267225576763634	0.0	0.0054713255814095516	0.020357525718507918	0.003595555828805509	0.0	0.05305523751833808	0.0	0.021176249910183693	0.0	0.0	0.022522113960447336	0.0	0.004067395269232617	0.009037847315627264	0.0024047694569907575	0.0027413480721472706	0.02581604396890953	0.007461234680260716	0.02678054520081063	0.0039706738610030224	0.006805947252667488	0.019088578629245408	0.0037751564167500503	0.005694077734011209	0.0035994889580168716	0.006624719524678554	0.013159933538255208	0.003183143396334586	0.10218736456917087	0.09770832872262974	0.07141846385258419	0.07712727205138192	0.14932214545958056	0.15645868859704368	0.05576148365480304	0.008942857560790484	0.11320675011493356	0.22244992449853043	0.03811384881128912	0.2010188000563891	0.01260353675790773	0.005795492880804526	0.3036888144827466	0.09204798996344123	0.32688172043010755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17424242424242423	0.28965517241379307	0.0	0.0	0.0	0.0	0.0	0.0
NR3C1	0.0	0.005270946034531787	0.027110383244378058	0.0	0.06326060539055345	0.026974557717631412	0.0194808737716365	0.0	0.0	0.05287740241219641	0.02441044004195234	0.025084703252953647	0.0	0.0	0.0	0.16165409572728914	0.07136566447975544	0.18317252560460043	0.4701729266841124	0.08658281719229273	0.035394619574834855	0.2873928387656273	0.05385079776617143	0.09557202794397451	0.28704471429546635	0.15936299881515664	0.006211511152402462	0.737461410392861	0.361877309590377	0.0015074207106967707	0.24815278918219935	0.1744547326759	0.044429927605732146	0.21020794689063527	0.17054076053578068	0.1422876831503442	0.050639532137582474	0.02218826394948891	0.08910793593272497	0.06443612611617998	0.1393995646266657	0.03320820621827204	0.13502525796221698	0.2310500363071316	0.14430001320353794	0.10652701858923638	0.0736772688314831	0.02313275482634334	0.0	0.0	0.0	0.09523809523809523	0.0	0.0	0.0	0.23333333333333336	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.24120603015075376
NCOA2	0.01281426969706343	0.010583706991122429	0.0	0.022756299493258438	0.0510555414672785	0.005499863879182804	0.020516715191982067	0.0	0.03064174951245498	0.05390297068998386	0.02492172633031628	0.01142904765879813	0.02150189480494153	0.10803294795071715	0.0	0.12259041482107258	0.03074550430271189	0.022340872647643444	0.009817985303694978	0.03264603892218372	0.011272443713622864	0.02597882023208911	0.013177866639702931	0.0008114823574698067	0.007302461725031898	0.016431764569077443	0.0024963964896724403	0.01935903868102014	0.006954806301070805	0.02132003203753538	0.009061846092114202	0.01654430487393643	0.044881020144317	0.025249852709041856	0.02438191330123828	0.030879394131754653	0.008051742299534377	0.04195112151906862	0.0029535463114230597	0.011961219165482805	0.05252713971041571	0.0074152462253162495	0.0507678033072153	0.007823235048221517	0.031134434086948944	0.032708383673980324	0.006987689879664898	0.04752380817666342	0.16989247311827957	0.0	0.11564625850340139	0.5340136054421769	0.0	0.0	0.0	0.07777777777777779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HHIP	0.0	0.015901995694604865	0.0	0.09048636692925727	0.05020211748225715	0.016405869943019992	0.019924759820199565	0.0	0.0	0.0	0.024915024845491414	0.041116779831186154	0.0	0.0	0.05465396498711179	0.0	0.21271886094460735	0.31851525772113704	0.2519918883096912	0.28145997048526944	0.22632462267652512	0.3492375582968363	0.22164153303546688	0.057282243488637134	0.20208942039321423	0.4265597069501961	0.1127048441246513	0.19659885332472662	0.401382357086913	0.18424751620754803	0.46816384923134413	0.24795267879733818	0.15352145695487932	0.19936188815049488	0.1088382312584828	0.031730938238714056	0.11175350878546222	0.06976032806539685	0.50413468062952	0.3276447455828292	0.34227057963414625	0.3588999160235774	0.5451371173585867	0.15625861892829074	0.1798500598116855	0.5253697150990654	0.28858803562998303	0.10518514489452821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	0.0	0.0	0.02841074599124603	0.0	0.0389671069286961	0.011006549757197094	0.0	0.0	0.0	0.0	0.025055394382431033	0.019365843547763825	0.00539456507767539	0.0	0.0	0.08191233374876437	0.03389695024685056	0.34059065126294424	0.02174150090225989	0.022237598121410733	0.3453786540498335	0.27414394149996596	0.19831924147302424	0.007036310873334518	0.004232983398218823	0.0967343209359591	0.0003768797077775388	0.017546529561956556	0.017245957914301436	0.07478931988999474	0.1451318618092802	0.04171412713118909	0.0775180981255311	0.22918719409050323	0.07545100095809927	0.04324266305280985	0.007995061333648919	0.19673994946845375	0.5350461130254145	0.3944127320133698	0.20501936574689136	0.0	0.10500372344889554	0.49232939784564655	0.02638331190269507	0.5823572030375211	0.6598838953640099	0.08180307934150212	0.0	0.0	0.0	0.0	0.0	0.41315789473684206	0.0	0.14444444444444446	0.0	0.0	0.0	0.0	0.0	0.35176991150442477	0.0	0.06030150753768843
ACVR1	0.0	0.0	0.0	0.0	0.02603155930765227	0.010944981310809728	0.039664598403021244	0.0	0.02934731832149057	0.0	0.0	0.03847270685960257	0.010818860659214188	0.0	0.02808631401484565	0.0	0.07509686383067446	0.04504563167491969	0.0006753517825278112	0.029692157305864088	0.025376905371892054	0.024107919826762265	0.042654152091907246	0.021417297505634113	0.013206070651780623	0.02997693688882463	0.022320887579250596	0.021733357176940252	0.025049207152021642	0.03780514932909685	0.04659283495633025	0.01275411417610039	0.00455842644451633	0.06308712528943528	0.0020962036397483906	0.020895615573448434	0.02964969084687629	0.09240851461978808	0.02474850273515066	0.06718769907457232	0.08283744559952866	0.06191901682513944	0.012048118540092414	0.07936318681352326	0.01186564020650559	0.008916128415757018	0.07727744538804694	0.005256388617090596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0736196319018405	0.0	0.0	0.0
STK39	0.0	0.00531495900947683	0.0	0.02276860564705797	0.01301922172939297	0.0	0.020086111915778346	0.0	0.0	0.0	0.02496613356400038	0.0077257853704540925	0.0	0.0	0.028237013154535244	0.0	0.004114350606816834	0.012442583293726142	0.009182422517451072	0.012277152201741059	0.008603689769885384	0.011424791287469187	0.020773066018799996	0.011052597183256078	0.017986710465632168	0.011735804143140233	0.03930784897494849	0.014336576399004068	0.0015770970738023871	0.002800992424675074	0.0003107193782338112	0.01579883721142367	0.036763058852875424	0.04341872908894834	0.0030642739625517963	0.05931560805035001	0.003014136705455678	0.1194505720029595	0.14190411883825152	0.06215865803350746	0.059818736136167956	0.03737584978237508	0.18643717754242317	0.0460868419808985	0.005936563394925088	0.04718856077974592	0.07237977847553995	0.0676347876959575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCQ	0.0	0.010591462151438939	0.0	0.04542000537990997	0.02537471141573536	0.021707106624020672	0.020442903278004017	0.0	0.0	0.0	0.09976276306782104	0.015144096693865081	0.010823453182195599	0.05457307804004023	0.025916137495858096	0.0	0.011859336570977885	0.48703545387776914	0.0023631884712983263	0.34019488055234387	0.20888635255866733	0.027981624377211106	0.18326975858413835	0.006950227169105719	0.26941074744311516	0.4308145777624727	0.1791838007538881	0.029046653644067565	0.067580549260309	0.03610196459159164	0.09401571206915173	0.006197543911773483	0.11819556608940213	0.09158468127017402	0.0028652778448454586	0.127267439393858	0.03292565426530151	0.019701237979716072	0.2392182170634546	0.16940273528703073	0.09914347626647455	0.0024126363197356773	0.07682948558564064	0.06555176447834482	0.029324670535714456	0.1907583333495467	0.004114485856440675	0.05985294203169332	0.043010752688172046	0.0	0.0	0.0	0.24919093851132684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRB10	0.012756932657878795	0.010533141231823457	0.0	0.0	0.0	0.010533869991281341	0.059073075717857165	0.0035956231561546275	0.0	0.0	0.0	0.017058732120706042	0.005238241559912784	0.0	0.0	0.08042601546987581	0.037585310918414445	0.07593434479636897	0.04155338121909526	0.038418059889752755	0.2883682635745566	0.06841297571182865	0.07805519523969624	0.0661763400430462	0.02476389612782864	0.051720047483999415	0.006695603042948629	0.03413919226408606	0.04305103544645148	0.07325521984110371	0.07616897752696947	0.0814498608731519	0.0833538349573157	0.054655423454276424	0.034778634998014445	0.03391307237007566	0.042608249783727105	0.06914491061054084	0.04404436952191538	0.07495939476427393	0.1685252115990135	0.015765290017025865	0.028421804229234883	0.02171741949809003	0.09136714890554867	0.025355295803289296	0.10615955403563002	0.0018010903599595923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFATC2	0.012714059923583735	0.020751065194865973	0.0	0.0	0.05861268634121905	0.026821989058019264	0.07820246237449588	0.0	0.05966399994916782	0.026778931812741817	0.0	0.017968230711914186	0.016016411421125257	0.10349399789574559	0.05020696396465296	0.04054419856435673	0.02439429686634429	0.04203004004352216	0.014757591625794035	0.011295464858745701	0.13582740091626108	0.030372206905596662	0.07775737156651726	0.0049757694018918	0.016007661267238085	0.043953552940361136	0.003322835481420701	0.008950104798721286	0.09871458782213248	0.02613955244923012	0.08110014942232262	0.022872997972924997	0.0738554570007106	0.1264429036941239	0.01815067192994425	0.09526838828001029	0.004618306893949042	0.06356825181915185	0.0521938111591263	0.09447527153747193	0.13121100610115996	0.1368791035191873	0.038163458678891655	0.13445071030793185	0.02378149494164386	0.18425994686965236	0.12686436465777437	0.02320605034175892	0.0	0.0	0.0	0.15306122448979592	0.0	0.0	0.21750663129973477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXP3	0.0	0.0	0.027353779144712546	0.0	0.012405009710131814	0.0	0.02040047260373433	0.0	0.0	0.0	0.024759449333532232	0.01539659858204853	0.005393334485705223	0.0	0.0	0.0	0.06182940559214353	0.09285876030791061	0.059642359305956315	0.023532822314640992	0.030579391270571212	0.12062677664883957	0.10991484403214644	0.010899722061634415	0.0843263748317224	0.04182535131590191	0.16736249063305142	0.08940583242394774	0.046896604102790986	0.08901106643050558	0.05276785817907975	0.02662093350334472	0.07396628050623873	0.19418562621418223	0.08406082998458494	0.024864769221377616	0.12300124869555486	0.14337231792871713	0.2193089057217602	0.015714315953156702	0.10159468354457418	0.19747754121458416	0.0016513432510187277	0.19328023789108395	0.07264248408434638	0.12928872335608824	0.250958920210709	0.02455611340041665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044444444444444446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HUWE1	0.050544783099115205	0.06216725536078551	0.02454910490673533	0.0452344392190003	0.09752204062589753	0.15766452963980587	0.055349500045888976	0.014334064439289614	0.059276497711658015	0.026057326560714595	0.04881806496363815	0.05711152148731757	0.02652459283257213	0.2133963429215383	0.3010150385774926	0.1611689383511895	0.0874366831484028	0.08715123822870188	0.08603749697701316	0.0025032191504500423	0.5263173425756833	0.04402408396516253	0.10283385399814227	0.05087833103617706	0.14735398509958805	0.19297100972782819	0.045366855210692794	0.1557565394690642	0.008991174876286567	0.003981932360014071	0.20154377645348864	0.01696365413823036	0.014503147196219502	0.005083109165959955	0.03635527121196798	0.005945265915493676	0.02095369480821924	9.701312595852782e-05	0.03743990100485725	0.012446766179150002	0.00838523578555755	0.002656648324084556	0.0501114064042425	0.0021288711218147393	0.042667845722722496	0.02186918156284201	0.009988951290889014	0.02630909209520294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044444444444444446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP3K8	0.0	0.010588351767273725	0.0	0.022733688236524257	0.025981145467919627	0.004984456734293526	0.0	0.007087200600807795	0.0	0.0	0.0	0.011308001320821682	0.0	0.053464562406478525	0.0	0.04092302076128938	0.01630025445306222	0.003301739707739574	0.013774029378800108	0.01359963530227122	0.012279797654305272	0.0003012607072875661	0.001201003153716387	0.0033680986232789453	0.009690701053261542	0.002446401489573705	0.009332708470087384	0.012311516762620114	0.0012284818792367529	0.015468085324458935	0.004494289904598931	0.004253414752518376	0.02239386252260969	0.15455953543399725	0.00754650424708037	0.12514596439292622	0.04934741060292331	0.10053862222437891	0.1449051700965231	0.10879661839639275	0.17013718873604258	0.0032067469883905455	0.024695780061796548	0.04113952419020955	0.03472393013007692	0.15040918544977824	0.04118551675894957	0.016843554680774496	0.0	0.0	0.0	0.0	0.24919093851132684	0.0	0.0	0.0	0.2803030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNA13	0.025633373623192252	0.0	0.0	0.02276202078220818	0.0	0.0	0.040512017386164376	0.0	0.0	0.027035544668137058	0.02500589420167052	0.019173278867477047	0.0	0.05461804779189124	0.055540393092701444	0.040926353280732256	0.045946817548955805	0.08447043652455741	0.00029116378693374044	0.04871014850493863	0.031474291617211554	0.05526072054714073	0.0008767683509551122	0.00020387415015721942	0.07515984475006118	0.06578521312539914	0.004924132182274082	0.017341371354358575	0.0035671918467842937	0.020744071350300996	0.059726947125021766	0.006219294957606739	0.02779164836889198	0.014421800698341345	0.08757272383986542	0.05950800689187255	0.017597169406035115	0.044365893609810955	0.0298209809292166	0.038718685653303386	0.0353984648283246	0.04897938007559807	0.006463909581580768	0.03284613053224955	0.07892189983773885	0.0016360452715520166	0.00010529044175768096	0.01964767606052953	0.0	0.0	0.26530612244897966	0.0	0.0	0.0	0.0	0.08888888888888888	0.7348484848484849	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GNA12	0.0	0.010467643510202676	0.0	0.0	0.024353202773738074	0.0	0.01941504105371171	0.0	0.0	0.0	0.0	0.003739022844434307	0.02136862547841746	0.0	0.0	0.0	0.006663242561008843	0.006667232434993339	0.005702281864784456	0.0006750032079979202	0.005176105350460978	0.0033675373501424245	0.009546832417066504	0.001431889876779462	0.008503978493760852	0.0017463546637666119	0.002298772003722081	0.0072736600793041305	0.0015473662356347646	0.0052219073727098365	0.001982399266495266	0.0015080171871360818	0.014283724147013366	0.024414401776366796	0.02289494753696698	0.00042012779837519854	0.02732199778872022	0.14913401856712558	0.00434146523451832	0.017253383680794543	0.05632636489850254	0.04038998825495319	0.10065609245877197	0.09964122052859446	0.005147619373185279	0.006572361782098568	0.13649778403514132	0.007927295895459173	0.0	0.17617237008871992	0.0	0.0	0.7411003236245954	0.0	0.7533156498673741	0.011111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFDN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLCG2	0.012793972749444698	0.015852458573377665	0.0	0.04550098769778349	0.050886950244906796	0.021651985434083833	0.04084985497505197	0.0	0.0	0.0	0.04911487859434351	0.026377740582955223	0.04307289161915797	0.05435919935663928	0.026518087435663546	0.04083167051705585	0.00908827710969035	0.0024271313773471708	0.0017739631868129457	0.007286323467192395	0.0726359418234579	0.0033846750190429657	0.020022020093205063	0.005032558927001576	0.01402004569492727	0.020004453235195594	0.007705686331834895	0.017876905031912044	0.046661331725189284	0.013647027900649472	0.006479778002926454	0.0032533171280148205	0.09624448020305588	0.15665631668621896	0.12891196244961842	0.08466345210080393	0.020846209771952975	0.0535094503183737	0.07804851917332287	0.005525676786458732	0.06035130161401864	0.0069756135119003184	0.03571224153188133	0.10335868242662995	0.14755749670676765	0.07467764421242519	0.10084389282347417	0.18868952237922432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06030150753768843
LYN	0.0	0.005310242280196731	0.0	0.0	0.012945653415888653	0.026913820442135392	0.0	0.0036029831217493113	0.0	0.0	0.024980354511845628	0.011383877501530155	0.0	0.0	0.0823682611387811	0.08161478216803267	0.07799369789918313	0.03956458408955468	0.02243692031608344	0.028758279850641305	0.055561489037083855	0.03285862231788575	0.053585963922014195	0.03506733731388912	0.05144119427310909	0.04706699834480792	0.031656656185482995	0.15506574781926932	0.009113175144591352	0.004858654370045924	0.1208682378853377	0.12928631818959055	0.04532456239036717	0.07191288738001782	0.03397835514082904	0.03192911041953118	0.08392653362865252	0.06285840930368218	0.018072928347621517	0.09739072265248944	0.060683316385242	0.12494155692848352	0.02017864846676669	0.0787015563717689	0.039441325941439453	0.06236327270748579	0.15535225747068188	0.0242584134626064	0.0	0.0	0.11564625850340139	0.0	0.0	0.0	0.0	0.07777777777777779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2	0.025650190449301925	0.0	0.0	0.0	0.026059238008892906	0.016255460659349907	0.0	0.0	0.0	0.0	0.0	0.02314612864600647	0.010801665261354705	0.0	0.02823094444954217	0.08181436163869674	0.19038566983254046	0.1475186557680155	0.13181572348399412	0.033601450943508276	0.035293294292815774	0.09568376289806965	0.09228498821932923	0.02721614463724824	0.13195526222549187	0.27037393227244855	0.1421671465768808	0.07485694334455126	0.10415954258425578	0.046488804600715396	0.047261773119907875	0.05988313349397167	0.07496570517130192	0.15647927692414815	0.10424263575556474	0.10296169236849932	0.014891156172608373	0.12015539953707766	0.04077572543156745	0.0	0.14903591830939686	0.2452299815128788	0.10152654998082722	0.01508862160686349	0.0927104646698803	0.0	0.10034984529079456	0.06554674968038703	0.0	0.0	0.0	0.11564625850340136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203125	0.0	0.0	0.0	0.0
HDAC3	0.0	0.0	0.028406459592964853	0.045551542945772266	0.0520825758018874	0.005492932840054724	0.0	0.0	0.0	0.0	0.02507184588544701	0.0038629681513728644	0.0054079994691133915	0.0	0.0	0.0	0.04434813817715428	0.026155780636654195	0.010148052302469056	0.02168517285652128	0.025627685928086914	0.02675076065885841	0.012549525456553167	0.005249449608185272	0.04263566890595278	0.04132430593522123	0.06050376305762879	0.012175669768130296	0.02741643357941585	0.011027292998773433	0.031529705825635676	0.06503289988094171	0.03505118850739803	0.009344867357153333	0.018079358958524295	0.017605210684876228	0.0030976350621274686	0.009008478396306085	0.023747963036486866	0.03268959173900802	0.010606375054338793	0.0033461262136207305	0.02849904923973436	0.005954523162369616	0.02127422430065482	0.020012653090255208	0.01248618628698135	0.002464105621875102	0.0	0.0	0.0	0.09523809523809523	0.0	0.0	0.0	0.23333333333333336	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.24120603015075376
ANKRA2	0.012840351406414353	0.0	0.0	0.0	0.013055123439574285	0.0	0.0	0.0	0.03072698085027877	0.0	0.0	0.003863380334614716	0.005405402042692855	0.0	0.0	0.040972959289830795	0.0016760297064861813	0.01029790888130172	0.0008906415934767115	0.008052112757744213	0.0008725373782140146	0.0067044579479812695	0.014310073817804855	0.008131087660891944	0.004938492529309938	0.003421115530616376	0.0018767618369375857	0.003017226950691589	0.003466314067723149	0.005257077953483278	0.004654314659813449	0.003391971370448728	0.0298320518438648	0.03847043710770898	0.023887751737793384	0.004047938813791637	0.005178817243681057	0.01844042268056833	0.04166985814999945	0.01711493366239479	0.027922685342185807	0.05041498225433217	0.034663312020414505	0.08165229267628792	0.008872158064382147	0.006907188442942641	0.06129617039370103	0.020450460709691448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.0
NOS3	0.0	0.01583989352861848	0.0	0.0	0.06342284538296523	0.015751615829303796	0.019020261900757125	0.0	0.1224387678186678	0.0	0.02483718975612585	0.022430449003836464	0.00540482084466049	0.0	0.08446050911659742	0.0	0.01679803116962921	0.24393065970876376	0.07497453097016402	0.0998406368020391	0.2222222793431197	0.42880464842133115	0.2078812237243398	0.06135150732589407	0.507542902372454	0.39480127980345736	0.5009312799150031	0.15365247456441805	0.045176112667242106	0.34482847469154054	0.3128375842934148	0.0667525117868044	0.03610391478839638	0.06422006190716452	0.11537432211309363	0.018374330922807446	0.059434802237210586	0.07436699466318838	0.05883651333283287	0.09482935669115351	0.10885671596565495	0.01627068958120741	0.01743639004020411	0.12061580073579709	0.12179971944964135	0.13476733350795508	0.2980891596629168	0.16758888733784055	0.3763440860215054	0.0	0.0	0.0	0.0	0.34736842105263155	0.0	0.011111111111111112	0.0	0.0	0.12546125461254615	0.24609375	0.0	0.0	0.26431718061674014	0.0
TGFBRAP1	0.012785269725842114	0.010409909217359958	0.0	0.022749197017829924	0.02542076398370169	0.0	0.02044003864932547	0.003600035270486781	0.030352527947135194	0.0	0.024103773408451757	0.022526923962446276	0.026797382371672666	0.0	0.0281572577591386	0.04097677107074543	0.018703156288221758	0.004008574465051708	0.05802660174635393	0.006740771064277346	0.017730927857735463	0.03361629003457646	0.07985572122261543	0.009334982092832074	0.07884599234970033	0.019959291403651064	0.0651254544156896	0.014439755279473766	0.035076459890491206	0.0643710417409585	0.055408590877734684	0.055220777740735714	0.0011009638367235047	0.02347841030341915	0.021230715069485605	0.003515933086188355	0.01502634478542364	0.007918561789761787	0.013420509152600445	0.03782673466904679	0.012085724856577025	0.05763445912873278	0.035455303160681566	0.022236579754311675	0.026254756116159024	0.0135277454854012	0.03685345055179016	0.0005617487891324713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDC4	0.0	0.0	0.0	0.0	0.025856081770601336	0.005502603141981908	0.0	0.003604018120223984	0.0	0.0	0.025041130004000368	0.00385823454993906	0.0	0.0	0.08461770246292911	0.0	0.020745728660150453	0.0036197531877218934	0.014451448939357748	0.07131970894715801	0.0390112535742243	0.014882171321586628	0.06071225320649782	0.022238987574270463	0.05365229823787491	0.0349590198759027	0.06038037020298715	0.03213057020556797	0.0012812581938355097	0.045369984301485346	0.002085038564230155	0.032533336875924586	0.0495732044654045	0.024810954822763708	0.05314611013366234	0.09484468936890783	0.04926529912211286	0.016289913753959495	0.0830773067827623	0.28945159936579395	0.021429055956667706	0.018075819127866787	0.07684872822873669	0.07392974176041724	0.03277306152464421	0.14183059865049513	0.1562019004586386	0.013101033620142782	0.0	0.0	0.0	0.15306122448979592	0.0	0.0	0.21750663129973477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	0.0	0.0	0.0	0.0	0.013042695658918113	0.0	0.02053180249545589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.458611637200325	0.013021137561955536	0.4062172421867094	0.07572480863644353	0.12164494252833036	0.3695548861420122	0.20185406304300096	0.0803261414086517	0.2169265458234461	0.3093455596721471	0.21410147647249134	0.017718075110201164	0.30764989339395904	0.2964145097429902	0.23865678424763503	0.09179903251277602	0.18338436404997024	0.01006240568495008	0.10533394106964201	0.0759767420779478	0.01753786689677205	0.113018154106929	0.06845815164995354	0.0838109704646407	0.0817141970355404	0.05885460411609038	0.08805581361950154	0.05714875140766535	0.10650720685355101	0.09901565308863294	0.09432999061939785	0.06629625377837997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCF7L2	0.0	0.015757810048584495	0.0839037443204931	0.02231199537328018	0.02278603839198589	0.005040153573015564	0.06076697155472267	0.0035950097884011557	0.0	0.0	0.02436444658734987	0.017617531212555108	0.06931590032668627	0.0	0.027485234393634667	0.0	0.008874594046269696	0.0023509352952627172	0.00291522345477943	0.008210235287575023	0.007126764714829177	0.0011165521257568871	0.0005694786016923682	0.004148401127019112	0.007661173963937754	0.01416707184852158	0.013042089312807077	0.0010845181229407735	0.0038515068634454408	0.025270185520050566	0.010525900180807912	0.005159834118757866	0.007246421207550121	0.15435938752629044	0.05053863725734596	0.04869792548628744	0.028537449499600184	0.012393642945504458	0.0677979759469225	0.05668591734856323	0.05042094176042795	0.014378139619165802	0.011099705129588324	0.11214100558858336	0.06129433312441235	0.09662553518081636	0.128251880452777	0.039465630462300574	0.0	0.0	0.326530612244898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3874538745387454	0.0	0.33435582822085885	0.0	0.0	0.0
